level(m)  area(m2)
 2718.4890      50800
 2718.4900      50804
 2718.4910      50812
 2718.4919      50816
 2718.4929      50824
 2718.4939      50832
 2718.4951      50840
 2718.4961      50840
 2718.4971      50852
 2718.4980      50856
 2718.4990      50856
 2718.5000      50856
 2718.5010      50868
 2718.5020      50880
 2718.5029      50892
 2718.5039      50896
 2718.5049      50900
 2718.5061      50904
 2718.5071      50908
 2718.5081      50908
 2718.5090      50916
 2718.5100      50920
 2718.5110      50924
 2718.5120      50928
 2718.5129      50944
 2718.5139      50948
 2718.5149      50960
 2718.5161      50960
 2718.5171      50960
 2718.5181      50960
 2718.5190      50968
 2718.5200      50972
 2718.5210      50984
 2718.5220      50996
 2718.5229      51000
 2718.5239      51012
 2718.5249      51016
 2718.5259      51024
 2718.5271      51024
 2718.5281      51032
 2718.5291      51036
 2718.5300      51048
 2718.5310      51060
 2718.5320      51060
 2718.5330      51064
 2718.5339      51080
 2718.5349      51088
 2718.5359      51096
 2718.5371      51104
 2718.5381      51108
 2718.5391      51124
 2718.5400      51128
 2718.5410      51136
 2718.5420      51144
 2718.5430      51156
 2718.5439      51172
 2718.5449      51180
 2718.5459      51184
 2718.5471      51184
 2718.5481      51188
 2718.5491      51192
 2718.5500      51200
 2718.5510      51204
 2718.5520      51208
 2718.5530      51208
 2718.5540      51212
 2718.5549      51216
 2718.5559      51224
 2718.5569      51224
 2718.5581      51232
 2718.5591      51236
 2718.5601      51244
 2718.5610      51256
 2718.5620      51256
 2718.5630      51256
 2718.5640      51268
 2718.5649      51268
 2718.5659      51276
 2718.5669      51276
 2718.5681      51284
 2718.5691      51288
 2718.5701      51296
 2718.5710      51312
 2718.5720      51324
 2718.5730      51328
 2718.5740      51336
 2718.5750      51344
 2718.5759      51352
 2718.5769      51356
 2718.5779      51356
 2718.5791      51364
 2718.5801      51368
 2718.5811      51380
 2718.5820      51392
 2718.5830      51392
 2718.5840      51396
 2718.5850      51400
 2718.5859      51408
 2718.5869      51412
 2718.5879      51420
 2718.5891      51432
 2718.5901      51432
 2718.5911      51432
 2718.5920      51440
 2718.5930      51440
 2718.5940      51440
 2718.5950      51444
 2718.5959      51456
 2718.5969      51460
 2718.5979      51464
 2718.5991      51472
 2718.6001      51476
 2718.6011      51476
 2718.6021      51480
 2718.6030      51484
 2718.6040      51496
 2718.6050      51504
 2718.6060      51516
 2718.6069      51536
 2718.6079      51544
 2718.6089      51548
 2718.6101      51556
 2718.6111      51564
 2718.6121      51568
 2718.6130      51568
 2718.6140      51580
 2718.6150      51584
 2718.6160      51596
 2718.6169      51608
 2718.6179      51612
 2718.6189      51620
 2718.6201      51632
 2718.6211      51640
 2718.6221      51652
 2718.6230      51656
 2718.6240      51668
 2718.6250      51668
 2718.6260      51676
 2718.6270      51676
 2718.6279      51688
 2718.6289      51688
 2718.6299      51696
 2718.6311      51696
 2718.6321      51700
 2718.6331      51712
 2718.6340      51724
 2718.6350      51728
 2718.6360      51732
 2718.6370      51744
 2718.6379      51752
 2718.6389      51760
 2718.6399      51764
 2718.6411      51768
 2718.6421      51776
 2718.6431      51784
 2718.6440      51788
 2718.6450      51792
 2718.6460      51812
 2718.6470      51820
 2718.6479      51844
 2718.6489      51844
 2718.6499      51856
 2718.6509      51860
 2718.6521      51864
 2718.6531      51868
 2718.6541      51884
 2718.6550      51896
 2718.6560      51904
 2718.6570      51908
 2718.6580      51932
 2718.6589      51936
 2718.6599      51960
 2718.6609      51964
 2718.6621      51972
 2718.6631      51972
 2718.6641      51980
 2718.6650      51988
 2718.6660      51996
 2718.6670      52008
 2718.6680      52020
 2718.6689      52028
 2718.6699      52036
 2718.6709      52040
 2718.6721      52052
 2718.6731      52056
 2718.6741      52060
 2718.6750      52068
 2718.6760      52076
 2718.6770      52084
 2718.6780      52096
 2718.6790      52112
 2718.6799      52112
 2718.6809      52136
 2718.6819      52156
 2718.6831      52172
 2718.6841      52176
 2718.6851      52188
 2718.6860      52204
 2718.6870      52204
 2718.6880      52204
 2718.6890      52212
 2718.6899      52232
 2718.6909      52244
 2718.6919      52244
 2718.6931      52272
 2718.6941      52272
 2718.6951      52272
 2718.6960      52276
 2718.6970      52276
 2718.6980      52276
 2718.6990      52296
 2718.7000      52304
 2718.7009      52312
 2718.7019      52320
 2718.7029      52324
 2718.7041      52336
 2718.7051      52344
 2718.7061      52348
 2718.7070      52348
 2718.7080      52364
 2718.7090      52368
 2718.7100      52380
 2718.7109      52392
 2718.7119      52412
 2718.7129      52416
 2718.7141      52416
 2718.7151      52420
 2718.7161      52428
 2718.7170      52440
 2718.7180      52452
 2718.7190      52456
 2718.7200      52460
 2718.7209      52468
 2718.7219      52480
 2718.7229      52484
 2718.7241      52488
 2718.7251      52496
 2718.7261      52508
 2718.7271      52512
 2718.7280      52528
 2718.7290      52536
 2718.7300      52540
 2718.7310      52552
 2718.7319      52572
 2718.7329      52596
 2718.7339      52600
 2718.7351      52608
 2718.7361      52612
 2718.7371      52620
 2718.7380      52636
 2718.7390      52640
 2718.7400      52644
 2718.7410      52656
 2718.7419      52668
 2718.7429      52688
 2718.7439      52696
 2718.7451      52716
 2718.7461      52716
 2718.7471      52736
 2718.7480      52744
 2718.7490      52748
 2718.7500      52756
 2718.7510      52760
 2718.7520      52776
 2718.7529      52784
 2718.7539      52788
 2718.7549      52796
 2718.7561      52812
 2718.7571      52816
 2718.7581      52828
 2718.7590      52828
 2718.7600      52840
 2718.7610      52844
 2718.7620      52856
 2718.7629      52872
 2718.7639      52888
 2718.7649      52896
 2718.7661      52904
 2718.7671      52908
 2718.7681      52920
 2718.7690      52932
 2718.7700      52940
 2718.7710      52944
 2718.7720      52952
 2718.7729      52988
 2718.7739      52996
 2718.7749      53020
 2718.7759      53028
 2718.7771      53036
 2718.7781      53040
 2718.7791      53064
 2718.7800      53068
 2718.7810      53076
 2718.7820      53088
 2718.7830      53100
 2718.7839      53104
 2718.7849      53104
 2718.7859      53104
 2718.7871      53120
 2718.7881      53132
 2718.7891      53148
 2718.7900      53176
 2718.7910      53192
 2718.7920      53200
 2718.7930      53200
 2718.7939      53216
 2718.7949      53224
 2718.7959      53232
 2718.7971      53244
 2718.7981      53252
 2718.7991      53264
 2718.8000      53268
 2718.8010      53280
 2718.8020      53296
 2718.8030      53296
 2718.8040      53300
 2718.8049      53308
 2718.8059      53308
 2718.8069      53308
 2718.8081      53316
 2718.8091      53332
 2718.8101      53348
 2718.8110      53356
 2718.8120      53368
 2718.8130      53376
 2718.8140      53380
 2718.8149      53384
 2718.8159      53388
 2718.8169      53388
 2718.8181      53404
 2718.8191      53404
 2718.8201      53416
 2718.8210      53432
 2718.8220      53432
 2718.8230      53436
 2718.8240      53452
 2718.8250      53464
 2718.8259      53468
 2718.8269      53476
 2718.8279      53476
 2718.8291      53488
 2718.8301      53492
 2718.8311      53500
 2718.8320      53520
 2718.8330      53528
 2718.8340      53548
 2718.8350      53564
 2718.8359      53572
 2718.8369      53576
 2718.8379      53588
 2718.8391      53600
 2718.8401      53604
 2718.8411      53608
 2718.8420      53616
 2718.8430      53624
 2718.8440      53632
 2718.8450      53636
 2718.8459      53636
 2718.8469      53636
 2718.8479      53644
 2718.8491      53660
 2718.8501      53668
 2718.8511      53672
 2718.8521      53680
 2718.8530      53696
 2718.8540      53700
 2718.8550      53700
 2718.8560      53700
 2718.8569      53716
 2718.8579      53724
 2718.8589      53744
 2718.8601      53760
 2718.8611      53768
 2718.8621      53784
 2718.8630      53792
 2718.8640      53804
 2718.8650      53808
 2718.8660      53812
 2718.8669      53816
 2718.8679      53824
 2718.8689      53832
 2718.8701      53844
 2718.8711      53848
 2718.8721      53852
 2718.8730      53864
 2718.8740      53864
 2718.8750      53868
 2718.8760      53880
 2718.8770      53900
 2718.8779      53900
 2718.8789      53904
 2718.8799      53908
 2718.8811      53912
 2718.8821      53924
 2718.8831      53936
 2718.8840      53956
 2718.8850      53968
 2718.8860      53968
 2718.8870      53980
 2718.8879      53992
 2718.8889      54000
 2718.8899      54012
 2718.8911      54012
 2718.8921      54016
 2718.8931      54036
 2718.8940      54048
 2718.8950      54056
 2718.8960      54056
 2718.8970      54060
 2718.8979      54068
 2718.8989      54084
 2718.8999      54096
 2718.9009      54096
 2718.9021      54108
 2718.9031      54108
 2718.9041      54112
 2718.9050      54124
 2718.9060      54140
 2718.9070      54144
 2718.9080      54164
 2718.9089      54172
 2718.9099      54176
 2718.9109      54180
 2718.9121      54192
 2718.9131      54192
 2718.9141      54200
 2718.9150      54208
 2718.9160      54216
 2718.9170      54224
 2718.9180      54240
 2718.9189      54244
 2718.9199      54256
 2718.9209      54256
 2718.9221      54268
 2718.9231      54272
 2718.9241      54288
 2718.9250      54300
 2718.9260      54308
 2718.9270      54312
 2718.9280      54312
 2718.9290      54320
 2718.9299      54332
 2718.9309      54344
 2718.9319      54352
 2718.9331      54380
 2718.9341      54392
 2718.9351      54396
 2718.9360      54404
 2718.9370      54416
 2718.9380      54428
 2718.9390      54448
 2718.9399      54452
 2718.9409      54456
 2718.9419      54468
 2718.9431      54480
 2718.9441      54480
 2718.9451      54492
 2718.9460      54504
 2718.9470      54504
 2718.9480      54512
 2718.9490      54520
 2718.9500      54532
 2718.9509      54536
 2718.9519      54544
 2718.9529      54560
 2718.9541      54564
 2718.9551      54568
 2718.9561      54572
 2718.9570      54580
 2718.9580      54596
 2718.9590      54596
 2718.9600      54608
 2718.9609      54608
 2718.9619      54616
 2718.9629      54624
 2718.9641      54636
 2718.9651      54652
 2718.9661      54656
 2718.9670      54660
 2718.9680      54664
 2718.9690      54664
 2718.9700      54684
 2718.9709      54688
 2718.9719      54692
 2718.9729      54692
 2718.9741      54696
 2718.9751      54708
 2718.9761      54728
 2718.9771      54736
 2718.9780      54752
 2718.9790      54760
 2718.9800      54780
 2718.9810      54784
 2718.9819      54792
 2718.9829      54800
 2718.9839      54804
 2718.9851      54804
 2718.9861      54804
 2718.9871      54812
 2718.9880      54816
 2718.9890      54820
 2718.9900      54824
 2718.9910      54832
 2718.9919      54848
 2718.9929      54868
 2718.9939      54876
 2718.9951      54876
 2718.9961      54876
 2718.9971      54880
 2718.9980      54884
 2718.9990      54888
 2719.0000      54916
 2719.0010      54916
 2719.0020      54928
 2719.0029      54936
 2719.0039      54944
 2719.0049      54944
 2719.0061      54960
 2719.0071      54964
 2719.0081      54972
 2719.0090      54976
 2719.0100      54996
 2719.0110      55000
 2719.0120      55020
 2719.0129      55024
 2719.0139      55028
 2719.0149      55028
 2719.0161      55032
 2719.0171      55032
 2719.0181      55040
 2719.0190      55052
 2719.0200      55060
 2719.0210      55060
 2719.0220      55068
 2719.0229      55080
 2719.0239      55088
 2719.0249      55100
 2719.0259      55108
 2719.0271      55112
 2719.0281      55120
 2719.0291      55124
 2719.0300      55136
 2719.0310      55140
 2719.0320      55144
 2719.0330      55152
 2719.0339      55160
 2719.0349      55164
 2719.0359      55172
 2719.0371      55180
 2719.0381      55184
 2719.0391      55184
 2719.0400      55196
 2719.0410      55216
 2719.0420      55216
 2719.0430      55224
 2719.0439      55232
 2719.0449      55244
 2719.0459      55248
 2719.0471      55252
 2719.0481      55252
 2719.0491      55260
 2719.0500      55272
 2719.0510      55276
 2719.0520      55276
 2719.0530      55276
 2719.0540      55284
 2719.0549      55292
 2719.0559      55308
 2719.0569      55312
 2719.0581      55316
 2719.0591      55316
 2719.0601      55316
 2719.0610      55328
 2719.0620      55340
 2719.0630      55352
 2719.0640      55356
 2719.0649      55368
 2719.0659      55372
 2719.0669      55376
 2719.0681      55380
 2719.0691      55380
 2719.0701      55388
 2719.0710      55400
 2719.0720      55412
 2719.0730      55424
 2719.0740      55436
 2719.0750      55436
 2719.0759      55448
 2719.0769      55456
 2719.0779      55460
 2719.0791      55464
 2719.0801      55472
 2719.0811      55484
 2719.0820      55500
 2719.0830      55500
 2719.0840      55500
 2719.0850      55508
 2719.0859      55512
 2719.0869      55532
 2719.0879      55536
 2719.0891      55544
 2719.0901      55556
 2719.0911      55568
 2719.0920      55584
 2719.0930      55592
 2719.0940      55604
 2719.0950      55608
 2719.0959      55608
 2719.0969      55608
 2719.0979      55616
 2719.0991      55624
 2719.1001      55628
 2719.1011      55636
 2719.1021      55640
 2719.1030      55644
 2719.1040      55652
 2719.1050      55656
 2719.1060      55668
 2719.1069      55672
 2719.1079      55672
 2719.1089      55684
 2719.1101      55692
 2719.1111      55696
 2719.1121      55704
 2719.1130      55704
 2719.1140      55708
 2719.1150      55724
 2719.1160      55728
 2719.1169      55728
 2719.1179      55728
 2719.1189      55732
 2719.1201      55740
 2719.1211      55740
 2719.1221      55744
 2719.1230      55760
 2719.1240      55760
 2719.1250      55764
 2719.1260      55776
 2719.1270      55784
 2719.1279      55792
 2719.1289      55792
 2719.1299      55800
 2719.1311      55812
 2719.1321      55820
 2719.1331      55828
 2719.1340      55836
 2719.1350      55836
 2719.1360      55840
 2719.1370      55844
 2719.1379      55852
 2719.1389      55860
 2719.1399      55864
 2719.1411      55872
 2719.1421      55872
 2719.1431      55872
 2719.1440      55880
 2719.1450      55884
 2719.1460      55888
 2719.1470      55896
 2719.1479      55900
 2719.1489      55908
 2719.1499      55916
 2719.1509      55920
 2719.1521      55924
 2719.1531      55924
 2719.1541      55928
 2719.1550      55940
 2719.1560      55948
 2719.1570      55952
 2719.1580      55972
 2719.1589      55984
 2719.1599      55984
 2719.1609      55996
 2719.1621      56004
 2719.1631      56016
 2719.1641      56024
 2719.1650      56032
 2719.1660      56044
 2719.1670      56048
 2719.1680      56048
 2719.1689      56048
 2719.1699      56060
 2719.1709      56060
 2719.1721      56072
 2719.1731      56080
 2719.1741      56080
 2719.1750      56104
 2719.1760      56108
 2719.1770      56112
 2719.1780      56128
 2719.1790      56136
 2719.1799      56144
 2719.1809      56148
 2719.1819      56156
 2719.1831      56164
 2719.1841      56164
 2719.1851      56164
 2719.1860      56176
 2719.1870      56180
 2719.1880      56180
 2719.1890      56184
 2719.1899      56192
 2719.1909      56200
 2719.1919      56204
 2719.1931      56212
 2719.1941      56216
 2719.1951      56232
 2719.1960      56236
 2719.1970      56236
 2719.1980      56244
 2719.1990      56252
 2719.2000      56256
 2719.2009      56260
 2719.2019      56268
 2719.2029      56268
 2719.2041      56296
 2719.2051      56300
 2719.2061      56300
 2719.2070      56308
 2719.2080      56324
 2719.2090      56336
 2719.2100      56348
 2719.2109      56356
 2719.2119      56368
 2719.2129      56376
 2719.2141      56400
 2719.2151      56400
 2719.2161      56400
 2719.2170      56408
 2719.2180      56408
 2719.2190      56412
 2719.2200      56424
 2719.2209      56428
 2719.2219      56428
 2719.2229      56432
 2719.2241      56436
 2719.2251      56440
 2719.2261      56456
 2719.2271      56468
 2719.2280      56472
 2719.2290      56472
 2719.2300      56476
 2719.2310      56484
 2719.2319      56484
 2719.2329      56500
 2719.2339      56504
 2719.2351      56504
 2719.2361      56520
 2719.2371      56528
 2719.2380      56552
 2719.2390      56564
 2719.2400      56572
 2719.2410      56584
 2719.2419      56584
 2719.2429      56588
 2719.2439      56588
 2719.2451      56600
 2719.2461      56604
 2719.2471      56616
 2719.2480      56620
 2719.2490      56636
 2719.2500      56640
 2719.2510      56644
 2719.2520      56652
 2719.2529      56660
 2719.2539      56668
 2719.2549      56676
 2719.2561      56684
 2719.2571      56692
 2719.2581      56700
 2719.2590      56712
 2719.2600      56712
 2719.2610      56716
 2719.2620      56728
 2719.2629      56736
 2719.2639      56744
 2719.2649      56744
 2719.2661      56752
 2719.2671      56760
 2719.2681      56760
 2719.2690      56768
 2719.2700      56776
 2719.2710      56788
 2719.2720      56800
 2719.2729      56800
 2719.2739      56820
 2719.2749      56820
 2719.2759      56832
 2719.2771      56840
 2719.2781      56848
 2719.2791      56852
 2719.2800      56860
 2719.2810      56860
 2719.2820      56864
 2719.2830      56864
 2719.2839      56864
 2719.2849      56872
 2719.2859      56880
 2719.2871      56884
 2719.2881      56888
 2719.2891      56892
 2719.2900      56892
 2719.2910      56904
 2719.2920      56908
 2719.2930      56916
 2719.2939      56920
 2719.2949      56924
 2719.2959      56924
 2719.2971      56944
 2719.2981      56952
 2719.2991      56956
 2719.3000      56968
 2719.3010      56972
 2719.3020      56972
 2719.3030      56976
 2719.3040      56984
 2719.3049      57000
 2719.3059      57004
 2719.3069      57012
 2719.3081      57024
 2719.3091      57028
 2719.3101      57028
 2719.3110      57044
 2719.3120      57052
 2719.3130      57056
 2719.3140      57072
 2719.3149      57076
 2719.3159      57084
 2719.3169      57096
 2719.3181      57108
 2719.3191      57116
 2719.3201      57124
 2719.3210      57132
 2719.3220      57140
 2719.3230      57140
 2719.3240      57152
 2719.3250      57160
 2719.3259      57168
 2719.3269      57172
 2719.3279      57172
 2719.3291      57180
 2719.3301      57188
 2719.3311      57192
 2719.3320      57192
 2719.3330      57196
 2719.3340      57196
 2719.3350      57200
 2719.3359      57200
 2719.3369      57208
 2719.3379      57212
 2719.3391      57224
 2719.3401      57232
 2719.3411      57240
 2719.3420      57244
 2719.3430      57252
 2719.3440      57260
 2719.3450      57260
 2719.3459      57264
 2719.3469      57268
 2719.3479      57272
 2719.3491      57276
 2719.3501      57280
 2719.3511      57280
 2719.3521      57292
 2719.3530      57304
 2719.3540      57320
 2719.3550      57320
 2719.3560      57328
 2719.3569      57344
 2719.3579      57348
 2719.3589      57352
 2719.3601      57360
 2719.3611      57360
 2719.3621      57368
 2719.3630      57372
 2719.3640      57376
 2719.3650      57380
 2719.3660      57388
 2719.3669      57404
 2719.3679      57408
 2719.3689      57408
 2719.3701      57416
 2719.3711      57416
 2719.3721      57424
 2719.3730      57428
 2719.3740      57428
 2719.3750      57428
 2719.3760      57440
 2719.3770      57444
 2719.3779      57448
 2719.3789      57448
 2719.3799      57456
 2719.3811      57472
 2719.3821      57476
 2719.3831      57488
 2719.3840      57496
 2719.3850      57500
 2719.3860      57504
 2719.3870      57508
 2719.3879      57512
 2719.3889      57512
 2719.3899      57516
 2719.3911      57528
 2719.3921      57536
 2719.3931      57540
 2719.3940      57540
 2719.3950      57540
 2719.3960      57544
 2719.3970      57552
 2719.3979      57564
 2719.3989      57568
 2719.3999      57576
 2719.4009      57584
 2719.4021      57592
 2719.4031      57592
 2719.4041      57592
 2719.4050      57600
 2719.4060      57612
 2719.4070      57620
 2719.4080      57624
 2719.4089      57632
 2719.4099      57644
 2719.4109      57644
 2719.4121      57648
 2719.4131      57652
 2719.4141      57668
 2719.4150      57668
 2719.4160      57668
 2719.4170      57668
 2719.4180      57676
 2719.4189      57684
 2719.4199      57692
 2719.4209      57692
 2719.4221      57692
 2719.4231      57700
 2719.4241      57708
 2719.4250      57724
 2719.4260      57732
 2719.4270      57740
 2719.4280      57744
 2719.4290      57748
 2719.4299      57752
 2719.4309      57760
 2719.4319      57764
 2719.4331      57780
 2719.4341      57788
 2719.4351      57800
 2719.4360      57804
 2719.4370      57816
 2719.4380      57820
 2719.4390      57820
 2719.4399      57832
 2719.4409      57836
 2719.4419      57840
 2719.4431      57848
 2719.4441      57852
 2719.4451      57856
 2719.4460      57864
 2719.4470      57868
 2719.4480      57872
 2719.4490      57872
 2719.4500      57880
 2719.4509      57880
 2719.4519      57888
 2719.4529      57888
 2719.4541      57892
 2719.4551      57904
 2719.4561      57908
 2719.4570      57912
 2719.4580      57912
 2719.4590      57912
 2719.4600      57916
 2719.4609      57924
 2719.4619      57924
 2719.4629      57924
 2719.4641      57936
 2719.4651      57936
 2719.4661      57936
 2719.4670      57940
 2719.4680      57940
 2719.4690      57940
 2719.4700      57960
 2719.4709      57968
 2719.4719      57976
 2719.4729      57976
 2719.4741      57984
 2719.4751      57984
 2719.4761      57984
 2719.4771      57984
 2719.4780      57992
 2719.4790      58004
 2719.4800      58012
 2719.4810      58020
 2719.4819      58020
 2719.4829      58028
 2719.4839      58028
 2719.4851      58032
 2719.4861      58032
 2719.4871      58032
 2719.4880      58040
 2719.4890      58044
 2719.4900      58048
 2719.4910      58056
 2719.4919      58088
 2719.4929      58092
 2719.4939      58092
 2719.4951      58100
 2719.4961      58100
 2719.4971      58104
 2719.4980      58112
 2719.4990      58124
 2719.5000      58128
 2719.5010      58132
 2719.5020      58140
 2719.5029      58144
 2719.5039      58144
 2719.5049      58148
 2719.5061      58156
 2719.5071      58164
 2719.5081      58164
 2719.5090      58168
 2719.5100      58176
 2719.5110      58180
 2719.5120      58188
 2719.5129      58200
 2719.5139      58204
 2719.5149      58220
 2719.5161      58220
 2719.5171      58224
 2719.5181      58232
 2719.5190      58236
 2719.5200      58240
 2719.5210      58240
 2719.5220      58244
 2719.5229      58252
 2719.5239      58260
 2719.5249      58268
 2719.5259      58284
 2719.5271      58288
 2719.5281      58292
 2719.5291      58304
 2719.5300      58312
 2719.5310      58320
 2719.5320      58324
 2719.5330      58332
 2719.5339      58344
 2719.5349      58348
 2719.5359      58348
 2719.5371      58364
 2719.5381      58364
 2719.5391      58376
 2719.5400      58376
 2719.5410      58376
 2719.5420      58380
 2719.5430      58396
 2719.5439      58408
 2719.5449      58408
 2719.5459      58408
 2719.5471      58408
 2719.5481      58416
 2719.5491      58428
 2719.5500      58432
 2719.5510      58436
 2719.5520      58452
 2719.5530      58452
 2719.5540      58452
 2719.5549      58456
 2719.5559      58456
 2719.5569      58460
 2719.5581      58464
 2719.5591      58468
 2719.5601      58468
 2719.5610      58472
 2719.5620      58484
 2719.5630      58496
 2719.5640      58496
 2719.5649      58496
 2719.5659      58500
 2719.5669      58508
 2719.5681      58512
 2719.5691      58516
 2719.5701      58516
 2719.5710      58524
 2719.5720      58536
 2719.5730      58536
 2719.5740      58536
 2719.5750      58536
 2719.5759      58540
 2719.5769      58544
 2719.5779      58544
 2719.5791      58548
 2719.5801      58556
 2719.5811      58556
 2719.5820      58560
 2719.5830      58560
 2719.5840      58564
 2719.5850      58572
 2719.5859      58576
 2719.5869      58596
 2719.5879      58596
 2719.5891      58600
 2719.5901      58608
 2719.5911      58608
 2719.5920      58628
 2719.5930      58632
 2719.5940      58636
 2719.5950      58640
 2719.5959      58644
 2719.5969      58656
 2719.5979      58656
 2719.5991      58656
 2719.6001      58656
 2719.6011      58660
 2719.6021      58676
 2719.6030      58684
 2719.6040      58688
 2719.6050      58688
 2719.6060      58688
 2719.6069      58696
 2719.6079      58696
 2719.6089      58704
 2719.6101      58716
 2719.6111      58716
 2719.6121      58728
 2719.6130      58736
 2719.6140      58744
 2719.6150      58744
 2719.6160      58744
 2719.6169      58752
 2719.6179      58756
 2719.6189      58756
 2719.6201      58764
 2719.6211      58772
 2719.6221      58776
 2719.6230      58784
 2719.6240      58784
 2719.6250      58796
 2719.6260      58796
 2719.6270      58804
 2719.6279      58808
 2719.6289      58812
 2719.6299      58812
 2719.6311      58820
 2719.6321      58820
 2719.6331      58828
 2719.6340      58832
 2719.6350      58832
 2719.6360      58836
 2719.6370      58840
 2719.6379      58840
 2719.6389      58844
 2719.6399      58844
 2719.6411      58852
 2719.6421      58852
 2719.6431      58852
 2719.6440      58856
 2719.6450      58860
 2719.6460      58868
 2719.6470      58876
 2719.6479      58880
 2719.6489      58880
 2719.6499      58880
 2719.6509      58880
 2719.6521      58884
 2719.6531      58892
 2719.6541      58892
 2719.6550      58896
 2719.6560      58900
 2719.6570      58900
 2719.6580      58908
 2719.6589      58916
 2719.6599      58920
 2719.6609      58928
 2719.6621      58944
 2719.6631      58960
 2719.6641      58960
 2719.6650      58976
 2719.6660      58976
 2719.6670      58980
 2719.6680      58992
 2719.6689      58996
 2719.6699      59008
 2719.6709      59012
 2719.6721      59016
 2719.6731      59020
 2719.6741      59032
 2719.6750      59036
 2719.6760      59040
 2719.6770      59044
 2719.6780      59044
 2719.6790      59064
 2719.6799      59064
 2719.6809      59072
 2719.6819      59072
 2719.6831      59080
 2719.6841      59080
 2719.6851      59080
 2719.6860      59080
 2719.6870      59084
 2719.6880      59084
 2719.6890      59084
 2719.6899      59088
 2719.6909      59100
 2719.6919      59104
 2719.6931      59104
 2719.6941      59112
 2719.6951      59116
 2719.6960      59124
 2719.6970      59128
 2719.6980      59140
 2719.6990      59144
 2719.7000      59160
 2719.7009      59164
 2719.7019      59172
 2719.7029      59172
 2719.7041      59180
 2719.7051      59180
 2719.7061      59188
 2719.7070      59200
 2719.7080      59200
 2719.7090      59200
 2719.7100      59208
 2719.7109      59224
 2719.7119      59228
 2719.7129      59240
 2719.7141      59244
 2719.7151      59248
 2719.7161      59256
 2719.7170      59256
 2719.7180      59256
 2719.7190      59264
 2719.7200      59272
 2719.7209      59280
 2719.7219      59292
 2719.7229      59296
 2719.7241      59300
 2719.7251      59304
 2719.7261      59308
 2719.7271      59316
 2719.7280      59324
 2719.7290      59324
 2719.7300      59324
 2719.7310      59324
 2719.7319      59324
 2719.7329      59324
 2719.7339      59324
 2719.7351      59332
 2719.7361      59348
 2719.7371      59352
 2719.7380      59360
 2719.7390      59376
 2719.7400      59380
 2719.7410      59388
 2719.7419      59388
 2719.7429      59388
 2719.7439      59388
 2719.7451      59392
 2719.7461      59392
 2719.7471      59408
 2719.7480      59408
 2719.7490      59412
 2719.7500      59416
 2719.7510      59420
 2719.7520      59420
 2719.7529      59420
 2719.7539      59424
 2719.7549      59436
 2719.7561      59440
 2719.7571      59444
 2719.7581      59452
 2719.7590      59456
 2719.7600      59456
 2719.7610      59460
 2719.7620      59460
 2719.7629      59468
 2719.7639      59476
 2719.7649      59476
 2719.7661      59488
 2719.7671      59496
 2719.7681      59504
 2719.7690      59520
 2719.7700      59528
 2719.7710      59528
 2719.7720      59528
 2719.7729      59532
 2719.7739      59536
 2719.7749      59536
 2719.7759      59536
 2719.7771      59540
 2719.7781      59540
 2719.7791      59544
 2719.7800      59544
 2719.7810      59548
 2719.7820      59548
 2719.7830      59552
 2719.7839      59552
 2719.7849      59560
 2719.7859      59568
 2719.7871      59572
 2719.7881      59572
 2719.7891      59572
 2719.7900      59580
 2719.7910      59584
 2719.7920      59584
 2719.7930      59596
 2719.7939      59596
 2719.7949      59600
 2719.7959      59600
 2719.7971      59604
 2719.7981      59604
 2719.7991      59604
 2719.8000      59608
 2719.8010      59616
 2719.8020      59632
 2719.8030      59632
 2719.8040      59636
 2719.8049      59656
 2719.8059      59668
 2719.8069      59668
 2719.8081      59676
 2719.8091      59680
 2719.8101      59688
 2719.8110      59700
 2719.8120      59704
 2719.8130      59704
 2719.8140      59708
 2719.8149      59716
 2719.8159      59724
 2719.8169      59732
 2719.8181      59736
 2719.8191      59736
 2719.8201      59740
 2719.8210      59744
 2719.8220      59752
 2719.8230      59764
 2719.8240      59764
 2719.8250      59768
 2719.8259      59776
 2719.8269      59784
 2719.8279      59788
 2719.8291      59792
 2719.8301      59792
 2719.8311      59792
 2719.8320      59804
 2719.8330      59812
 2719.8340      59812
 2719.8350      59816
 2719.8359      59824
 2719.8369      59836
 2719.8379      59836
 2719.8391      59836
 2719.8401      59848
 2719.8411      59864
 2719.8420      59872
 2719.8430      59872
 2719.8440      59872
 2719.8450      59876
 2719.8459      59880
 2719.8469      59884
 2719.8479      59884
 2719.8491      59892
 2719.8501      59892
 2719.8511      59896
 2719.8521      59896
 2719.8530      59904
 2719.8540      59908
 2719.8550      59912
 2719.8560      59920
 2719.8569      59924
 2719.8579      59932
 2719.8589      59932
 2719.8601      59936
 2719.8611      59936
 2719.8621      59940
 2719.8630      59944
 2719.8640      59956
 2719.8650      59960
 2719.8660      59964
 2719.8669      59968
 2719.8679      59972
 2719.8689      59976
 2719.8701      59976
 2719.8711      59976
 2719.8721      59976
 2719.8730      59984
 2719.8740      59988
 2719.8750      60000
 2719.8760      60000
 2719.8770      60000
 2719.8779      60000
 2719.8789      60000
 2719.8799      60004
 2719.8811      60004
 2719.8821      60012
 2719.8831      60016
 2719.8840      60016
 2719.8850      60016
 2719.8860      60024
